PlanId,PlanName,DesignId,Run,Tags,Output,CreatedBy,CreatedAt
PTS_UI_HeaderIntegrateDocs,Header Integrate + Documentation links,D1,Y,thoughtstream;UI;Nav;Shell,header_links,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_NavToIdeas,Navigate to Ideas Library,D1,Y,thoughtstream;UI;Nav;Ideas,nav_ideas,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_NavToDashboard,Navigate to Dashboard insights,D1,Y,thoughtstream;UI;Nav;Dashboard,nav_dash,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_IdeasEmptyCopy,Ideas empty start capturing copy,D1,Y,thoughtstream;UI;Ideas;Landing,ideas_copy,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_DashboardStats,Dashboard Total Ideas Recordings tags,D1,Y,thoughtstream;UI;Dashboard;Landing,dash_stats,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_TrySamplesAi,Try samples seeds AI-themed demo ideas,D1,Y,thoughtstream;UI;AI;Landing,samples_ai,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_SampleIdeaAiDetail,Sample idea detail KEY POINTS RESEARCH AI,D1,Y,thoughtstream;UI;AI;Ideas,ai_detail,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_ShareShowsViewLink,Share toggles public /view/ link,D1,Y,thoughtstream;UI;Public;AI,share_link,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_SettingsGuest,Settings Guest mode sign-in nudge,D1,Y,thoughtstream;UI;Auth;Shell,settings_guest,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_LoginCrossLinks,Login forgot and create-one links,D1,Y,thoughtstream;UI;Auth;Login,login_links,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_RegisterConfirm,Register confirm password Google,D1,Y,thoughtstream;UI;Auth;Register,reg_ok,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_404GoHome,404 Go Home returns to capture,D1,Y,thoughtstream;UI;404;Shell,go_home,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_MicRecord,HITL: mic record + TranscribeAudio,D1,N,thoughtstream;Manual;Capture;AI;Hunt,hitl_mic,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_ScreenRecord,HITL: screen record capture mode,D1,N,thoughtstream;Manual;Capture;Hunt,hitl_screen,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_TextCaptureAi,HITL: type thought InvokeLLM research,D1,N,thoughtstream;Manual;AI;Hunt,hitl_text_ai,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_GoogleOAuth,HITL: Continue with Google OAuth,D1,N,thoughtstream;Manual;Auth;Hunt,hitl_oauth,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_RegisterLogin,HITL: register OTP and log in,D1,N,thoughtstream;Manual;Auth;Hunt,hitl_account,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_SaveIdeaPersist,HITL: save idea permanently signed-in,D1,N,thoughtstream;Manual;Ideas;Hunt,hitl_save,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_PublicShareLive,HITL: share thread public /view/:id,D1,N,thoughtstream;Manual;Public;Hunt,hitl_public,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_EmbedSdkHost,HITL: embed.js sidebar in host page,D1,N,thoughtstream;Manual;Embed;Hunt,hitl_embed,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_FileUploadExtract,HITL: upload file ExtractDataFromUploadedFile,D1,N,thoughtstream;Manual;AI;Hunt,hitl_file,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
