PlanId,PlanName,DesignId,Run,Tags,Output,CreatedBy,CreatedAt
PTS_UI_HeaderIntegrateDocs,Header Integrate + Documentation links,D1,Y,thoughtstream;UI;Nav;Shell,header_links,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_NavToIdeas,Navigate to Ideas Library,D1,Y,thoughtstream;UI;Nav;Ideas,nav_ideas,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_NavToDashboard,Navigate to Dashboard insights,D1,Y,thoughtstream;UI;Nav;Dashboard,nav_dash,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_IdeasEmptyCopy,Ideas empty start capturing copy,D1,Y,thoughtstream;UI;Ideas;Landing,ideas_copy,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_DashboardStats,Dashboard Total Ideas Recordings tags,D1,Y,thoughtstream;UI;Dashboard;Landing,dash_stats,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_TrySamplesAi,Try samples seeds AI-themed demo ideas,D1,Y,thoughtstream;UI;AI;Landing,samples_ai,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_SampleIdeaAiDetail,Sample idea detail KEY POINTS RESEARCH AI,D1,Y,thoughtstream;UI;AI;Ideas,ai_detail,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_ShareShowsViewLink,Share toggles public /view/ link,D1,Y,thoughtstream;UI;Public;AI,share_link,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_SettingsGuest,Settings Guest mode sign-in nudge,D1,Y,thoughtstream;UI;Auth;Shell,settings_guest,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_LoginCrossLinks,Login forgot and create-one links,D1,Y,thoughtstream;UI;Auth;Login,login_links,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_RegisterConfirm,Register confirm password Google,D1,Y,thoughtstream;UI;Auth;Register,reg_ok,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_UI_404GoHome,404 Go Home returns to capture,D1,Y,thoughtstream;UI;404;Shell,go_home,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_MicRecord,HITL: mic record + TranscribeAudio,D1,N,thoughtstream;Manual;Capture;AI;Hunt,hitl_mic,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_ScreenRecord,HITL: screen record capture mode,D1,N,thoughtstream;Manual;Capture;Hunt,hitl_screen,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_TextCaptureAi,HITL: type thought InvokeLLM research,D1,N,thoughtstream;Manual;AI;Hunt,hitl_text_ai,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_GoogleOAuth,HITL: Continue with Google OAuth,D1,N,thoughtstream;Manual;Auth;Hunt,hitl_oauth,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_RegisterLogin,HITL: register OTP and log in,D1,N,thoughtstream;Manual;Auth;Hunt,hitl_account,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_SaveIdeaPersist,HITL: save idea permanently signed-in,D1,N,thoughtstream;Manual;Ideas;Hunt,hitl_save,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_PublicShareLive,HITL: share thread public /view/:id,D1,N,thoughtstream;Manual;Public;Hunt,hitl_public,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_EmbedSdkHost,HITL: embed.js sidebar in host page,D1,N,thoughtstream;Manual;Embed;Hunt,hitl_embed,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Manual_FileUploadExtract,HITL: upload file ExtractDataFromUploadedFile,D1,N,thoughtstream;Manual;AI;Hunt,hitl_file,QA_Hunter+full_audit_v2,2026-07-20T16:30:38+00:00
PTS_Func_ModeSwitchScreen,Capture switch Voice to Screen mode,D1,Y,thoughtstream;Func;Capture;Regression,mode_screen,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_TextBoxPresent,Capture text box Add text affordance,D1,Y,thoughtstream;Func;Capture;Regression,textbox,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_TypeThoughtGuest,Type a guest thought into capture box,D1,Y,thoughtstream;Func;Capture;Regression,type_thought,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_SamplesToIdeasCount,After samples Ideas Library shows 3 ideas,D1,Y,thoughtstream;Func;Ideas;AI;Regression,ideas_count,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_DashboardAfterSamples,Dashboard populates Top Topics after samples,D1,Y,thoughtstream;Func;Dashboard;AI;Regression,dash_topics,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_IdeaDetailSections,Idea detail Recordings Tags Explore sections,D1,Y,thoughtstream;Func;Ideas;AI;Regression,detail_sections,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_SeeAllRecent,Capture See all opens Ideas after samples,D1,Y,thoughtstream;Func;Nav;Regression,see_all,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_IntegrateApiReference,Integrate lists open close toggle setContext,D1,Y,thoughtstream;Func;Integrate;Regression,integrate_api,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_DocsDataModel,Docs VoiceNote IdeaThread data model,D1,Y,thoughtstream;Func;Docs;Regression,docs_model,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_DocsRoutesTable,Docs lists /idea/:id /view/:id /embed routes,D1,Y,thoughtstream;Func;Docs;Regression,docs_routes,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_LoginFields,Login email password Log in button,D1,Y,thoughtstream;Func;Auth;Regression,login_fields,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_RegisterFields,Register email dual password Create account,D1,Y,thoughtstream;Func;Auth;Regression,reg_fields,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_EmbedSignInLink,Embed Sign in CTA present,D1,Y,thoughtstream;Func;Embed;Auth;Regression,embed_signin,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_PersonaResearcherHome,Researcher persona portfolio home,D2,Y,thoughtstream;Func;Persona;Regression,persona_d2,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Func_PersonaIntegratorDocs,Integrator persona docs AI portfolio,D3,Y,thoughtstream;Func;Persona;Docs;Regression,persona_d3,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_IdeaEmptyPath,GET /idea/ shows 404,D1,Y,thoughtstream;Edge;Ideas;404,idea_empty,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_IdeaMissingId,Unknown idea id shows Idea not found,D1,Y,thoughtstream;Edge;Ideas,idea_missing,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_ViewEmptyPath,GET /view/ shows 404,D1,Y,thoughtstream;Edge;Public;404,view_empty,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_ViewPathTraversal,/view/../ soft-lands without crash,D1,Y,thoughtstream;Edge;Security;Public,view_traversal,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_DoubleSlashIdeas,//ideas still resolves library,D1,Y,thoughtstream;Edge;Ideas,dbl_slash,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_LongUnknownPath,Very long unknown path 404,D1,Y,thoughtstream;Edge;404,long_404,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_ResetGarbageToken,Reset with garbage token stays invalid,D1,Y,thoughtstream;Edge;Auth,reset_garbage,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_LoginEmptySubmit,Empty login submit stays on login,D1,Y,thoughtstream;Edge;Auth,login_empty,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_ForgotBadEmailType,Forgot accepts typed invalid email field,D1,Y,thoughtstream;Edge;Auth,forgot_bad,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_QueryModeParams,Home ignores ?mode=screen query safely,D1,Y,thoughtstream;Edge;Capture,query_mode,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Edge_LoginNextParam,Login ?next=/embed does not crash,D1,Y,thoughtstream;Edge;Auth,login_next,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_PrivateViewNoLeak,Private view denies without data dump,D1,Y,thoughtstream;Security;Public,sec_private,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_EmbedAuthGate,Embed never shows capture without auth,D1,Y,thoughtstream;Security;Embed;Auth,sec_embed,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_EmbedXssQuery,Embed XSS query stays gated no script echo,D1,Y,thoughtstream;Security;XSS;Embed,sec_xss,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_IdeaMissingNoStack,Missing idea has friendly error no stack,D1,Y,thoughtstream;Security;Ideas,sec_idea,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_HttpsOnlyHost,App host is https ThoughtStream,D1,Y,thoughtstream;Security;Transport,sec_https,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_ShareThenUnshare,Share then Unshare removes public affordance control,D1,Y,thoughtstream;Security;Public;AI,sec_unshare,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_SettingsNoPasswordLeak,Settings guest panel has no password field,D1,Y,thoughtstream;Security;Auth;Shell,sec_settings,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Sec_DocsNoApiSecrets,Docs mention integrations without raw secrets,D1,Y,thoughtstream;Security;Docs,sec_docs,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetHome,GET / home HTML 200,D1,Y,thoughtstream;API;Smoke,api_home,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetEmbedJs,GET /embed.js SDK asset 200,D1,Y,thoughtstream;API;Smoke,api_embed_js,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetDocs,GET /docs 200,D1,Y,thoughtstream;API;Smoke,api_docs,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetIntegrate,GET /integrate 200,D1,Y,thoughtstream;API;Smoke,api_integrate,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetLogin,GET /login 200,D1,Y,thoughtstream;API;Smoke,api_login,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetIdeas,GET /ideas 200,D1,Y,thoughtstream;API;Smoke,api_ideas,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetDashboard,GET /dashboard 200,D1,Y,thoughtstream;API;Smoke,api_dash,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetEmbed,GET /embed 200,D1,Y,thoughtstream;API;Smoke,api_embed,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetFavicon,GET /favicon.ico 200,D1,Y,thoughtstream;API;Smoke,api_fav,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_API_GetUnknownSpa,GET unknown path SPA shell 200,D1,Y,thoughtstream;API;Smoke,api_unknown,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Perf_HomeLoad,Home load under budget ms,D1,Y,thoughtstream;Perf;Regression,perf_home,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Perf_DocsLoad,Docs load under budget ms,D1,Y,thoughtstream;Perf;Regression,perf_docs,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Perf_IdeasLoad,Ideas load under budget ms,D1,Y,thoughtstream;Perf;Regression,perf_ideas,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Perf_IntegrateLoad,Integrate load under budget ms,D1,Y,thoughtstream;Perf;Regression,perf_int,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Perf_LoginLoad,Login load under budget ms,D1,Y,thoughtstream;Perf;Regression,perf_login,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Manual_AiResearchFresh,HITL: fresh text capture InvokeLLM research quality,D1,N,thoughtstream;Manual;AI;Hunt,hitl_ai_research,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Manual_AiEmptyAudioReject,HITL: silent audio rejected not dummy content,D1,N,thoughtstream;Manual;AI;Edge;Hunt,hitl_silent,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Manual_AuthOtpFlow,HITL: register OTP verification path,D1,N,thoughtstream;Manual;Auth;Security;Hunt,hitl_otp,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Manual_PublicCrossBrowser,HITL: public /view/:id in private window,D1,N,thoughtstream;Manual;Public;Security;Hunt,hitl_pub_cross,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Manual_PerfManyNotes,HITL: dashboard with many notes performance,D1,N,thoughtstream;Manual;Perf;Hunt,hitl_perf_many,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
PTS_Smoke_DeepBrahlConclusion,BRAHL conclusion — deep suite gates ready,D1,Y,thoughtstream;Smoke;BRAHL;Conclusion;Regression;Func,deep_conclusion,QA_Hunter+deep_regression_v3,2026-07-20T19:29:41+00:00
